Model,Platform,Benchmark Suite,Benchmark,Dataset,Oracle Mapping,Predicted Mapping,Correct?,Speedup
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts1,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts1,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts1,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts1,S,1,1,1,1.6741170010405946
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts1,S,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts1,S,1,1,1,1.6741170010405946
Static mapping,amd_tahiti_7970,npb-3.3,cffts1,S,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts1,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts1,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts1,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts1,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts1,W,1,1,1,3.244086366339181
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts1,W,1,1,1,3.244086366339181
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts1,W,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,cffts1,W,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts1,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts1,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts1,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts1,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts2,A,1,1,1,32.9523739815134
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts2,A,1,1,1,32.9523739815134
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts2,A,1,1,1,32.9523739815134
Static mapping,amd_tahiti_7970,npb-3.3,cffts2,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts2,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts2,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts2,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts2,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts2,B,1,1,1,18.264623950288357
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts2,B,1,1,1,18.264623950288357
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts2,B,1,1,1,18.264623950288357
Static mapping,amd_tahiti_7970,npb-3.3,cffts2,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts2,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts2,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts2,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts2,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts2,S,1,1,1,30.086938043461927
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts2,S,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts2,S,1,1,1,30.086938043461927
Static mapping,amd_tahiti_7970,npb-3.3,cffts2,S,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts2,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts2,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts2,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts2,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts2,W,1,1,1,32.74683523706491
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts2,W,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts2,W,1,1,1,32.74683523706491
Static mapping,amd_tahiti_7970,npb-3.3,cffts2,W,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts2,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts2,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts2,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts2,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts3,A,1,1,1,31.77507923539197
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts3,A,1,1,1,31.77507923539197
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts3,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,cffts3,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts3,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts3,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts3,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts3,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts3,B,1,1,1,17.20306776810816
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts3,B,1,1,1,17.20306776810816
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts3,B,1,1,1,17.20306776810816
Static mapping,amd_tahiti_7970,npb-3.3,cffts3,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts3,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts3,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts3,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts3,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts3,S,1,1,1,29.67558325886428
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts3,S,1,1,1,29.67558325886428
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts3,S,1,1,1,29.67558325886428
Static mapping,amd_tahiti_7970,npb-3.3,cffts3,S,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts3,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts3,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts3,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts3,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,cffts3,W,1,1,1,35.294421185228835
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,cffts3,W,1,1,1,35.294421185228835
Grewe et al.,amd_tahiti_7970,npb-3.3,cffts3,W,1,1,1,35.294421185228835
Static mapping,amd_tahiti_7970,npb-3.3,cffts3,W,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,cffts3,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,cffts3,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,cffts3,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,cffts3,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,checksum,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,checksum,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,checksum,A,0,1,0,0.11096169297593805
Static mapping,amd_tahiti_7970,npb-3.3,checksum,A,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,checksum,A,1,0,0,0.9029214486378186
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,checksum,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,checksum,A,1,0,0,0.9029214486378186
Static mapping,nvidia_gtx_960,npb-3.3,checksum,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,checksum,B,0,1,0,0.07568923963844171
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,checksum,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,checksum,B,0,1,0,0.07568923963844171
Static mapping,amd_tahiti_7970,npb-3.3,checksum,B,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,checksum,B,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,checksum,B,0,0,1,1.299887671697963
Grewe et al.,nvidia_gtx_960,npb-3.3,checksum,B,0,0,1,1.299887671697963
Static mapping,nvidia_gtx_960,npb-3.3,checksum,B,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,checksum,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,checksum,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,checksum,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,checksum,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,checksum,S,1,0,0,0.5876852498254713
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,checksum,S,1,0,0,0.5876852498254713
Grewe et al.,nvidia_gtx_960,npb-3.3,checksum,S,1,0,0,0.5876852498254713
Static mapping,nvidia_gtx_960,npb-3.3,checksum,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,checksum,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,checksum,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,checksum,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,checksum,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,checksum,W,1,0,0,0.6649873940990755
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,checksum,W,1,0,0,0.6649873940990755
Grewe et al.,nvidia_gtx_960,npb-3.3,checksum,W,1,0,0,0.6649873940990755
Static mapping,nvidia_gtx_960,npb-3.3,checksum,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_indexmap,A,1,1,1,15.627077602047308
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_indexmap,A,1,1,1,15.627077602047308
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_indexmap,A,1,1,1,15.627077602047308
Static mapping,amd_tahiti_7970,npb-3.3,compute_indexmap,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_indexmap,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_indexmap,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_indexmap,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_indexmap,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_indexmap,B,1,1,1,23.89734921156147
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_indexmap,B,1,1,1,23.89734921156147
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_indexmap,B,1,1,1,23.89734921156147
Static mapping,amd_tahiti_7970,npb-3.3,compute_indexmap,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_indexmap,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_indexmap,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_indexmap,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_indexmap,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_indexmap,S,1,1,1,1.8990875320085117
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_indexmap,S,1,1,1,1.8990875320085117
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_indexmap,S,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_indexmap,S,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_indexmap,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_indexmap,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_indexmap,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_indexmap,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_indexmap,W,1,1,1,2.77420162222744
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_indexmap,W,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_indexmap,W,1,1,1,2.77420162222744
Static mapping,amd_tahiti_7970,npb-3.3,compute_indexmap,W,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_indexmap,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_indexmap,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_indexmap,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_indexmap,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_initial_conditions,A,1,1,1,1.818659692787933
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_initial_conditions,A,1,1,1,1.818659692787933
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_initial_conditions,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_initial_conditions,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_initial_conditions,A,1,0,0,0.7876776626079909
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_initial_conditions,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_initial_conditions,A,1,0,0,0.7876776626079909
Static mapping,nvidia_gtx_960,npb-3.3,compute_initial_conditions,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_initial_conditions,B,1,1,1,1.4809816876593902
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_initial_conditions,B,1,1,1,1.4809816876593902
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_initial_conditions,B,1,1,1,1.4809816876593902
Static mapping,amd_tahiti_7970,npb-3.3,compute_initial_conditions,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_initial_conditions,B,1,0,0,0.7994408318562226
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_initial_conditions,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_initial_conditions,B,1,0,0,0.7994408318562226
Static mapping,nvidia_gtx_960,npb-3.3,compute_initial_conditions,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_initial_conditions,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_initial_conditions,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_initial_conditions,S,0,1,0,0.4993749618759469
Static mapping,amd_tahiti_7970,npb-3.3,compute_initial_conditions,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_initial_conditions,S,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_initial_conditions,S,0,0,1,2.5267387192423993
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_initial_conditions,S,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_initial_conditions,S,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_initial_conditions,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_initial_conditions,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_initial_conditions,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_initial_conditions,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_initial_conditions,W,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_initial_conditions,W,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_initial_conditions,W,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_initial_conditions,W,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,0,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,1,1,1.9144745707091309
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,1,1,2.0592693640454933
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,1,1,1.9144745707091309
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,1,1,5.535151381624221
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,1,1,5.154422655724014
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,1,1,5.154422655724014
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,1,1,5.535151381624221
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,1,1,5.154422655724014
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,0,0,0.07979875272011643
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,C,1,1,1,8.084438843298251
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,C,1,1,1,8.084438843298251
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,C,1,1,1,8.084438843298251
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,1,0,0.15112521533535944
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,1,0,0.4856472123292799
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs1,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs1,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,0,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,1,1,1.9149211592326836
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,1,1,1.746527874912113
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,1,1,1.9149211592326836
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs2,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs2,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,1,1,5.18439815751722
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,1,1,5.080771314524907
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,1,1,5.18439815751722
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,1,1,5.080771314524907
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,1,1,5.18439815751722
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,1,1,5.080771314524907
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs2,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs2,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs2,C,1,1,1,7.215204448402791
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs2,C,1,1,1,7.215204448402791
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs2,C,1,1,1,7.215204448402791
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs2,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs2,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,compute_rhs2,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,compute_rhs2,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,compute_rhs2,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,compute_rhs2,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,compute_rhs2,S,1,1,1,1.0
